name,latitude,longitude,street,city,state,zip_code,phone,open_hours,style_url,description
Grocery Outlet,36.91678,-121.768167,1000 Main Street,Watsonville,CA,95076,831-728-6506,monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm,#icon-1685-A52714,Latitude: 36.91678<br>Longitude: -121.768167<br>Street: 1000 Main Street<br>City: Watsonville<br>State: CA<br>Zip_Code: 95076<br>Phone: 831-728-6506<br>Open Hours: monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm
Grocery Outlet,36.73517521,-120.058791,14868 West Whitesbridge Avenue,Kerman,CA,93630,559-842-0313,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 36.73517521<br>Longitude: -120.058791<br>Street: 14868 West Whitesbridge Avenue<br>City: Kerman<br>State: CA<br>Zip_Code: 93630<br>Phone: 559-842-0313<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,32.747158,-116.986295,9805 Campo Road Suite 110,Spring Valley,CA,91977,619-639-6090,monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm,#icon-1685-A52714,Latitude: 32.747158<br>Longitude: -116.986295<br>Street: 9805 Campo Road Suite 110<br>City: Spring Valley<br>State: CA<br>Zip_Code: 91977<br>Phone: 619-639-6090<br>Open Hours: monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm
Grocery Outlet,41.75375,-124.19497,1124 - 3rd Street,Crescent City,CA,95531,707-464-3131,monday - friday:  8-8:30 | saturday:  8-8:30 | sunday:  9-8,#icon-1685-A52714,Latitude: 41.75375<br>Longitude: -124.19497<br>Street: 1124 - 3rd Street<br>City: Crescent City<br>State: CA<br>Zip_Code: 95531<br>Phone: 707-464-3131<br>Open Hours: monday - friday:  8-8:30 | saturday:  8-8:30 | sunday:  9-8
Grocery Outlet,38.690456,-121.381681,3643 Elkhorn Boulevard,North Highlands,CA,95660,916-550-1106,monday - friday:  7:30am - 9pm | saturday:  7:30am - 9pm | sunday:  7:30am - 9pm,#icon-1685-A52714,Latitude: 38.690456<br>Longitude: -121.381681<br>Street: 3643 Elkhorn Boulevard<br>City: North Highlands<br>State: CA<br>Zip_Code: 95660<br>Phone: 916-550-1106<br>Open Hours: monday - friday:  7:30am - 9pm | saturday:  7:30am - 9pm | sunday:  7:30am - 9pm
Grocery Outlet,47.16842,-122.13132,18318 Sr 410 E,Bonney Lake,WA,98391,253-299-6999,monday - friday:  8-9 | saturday:  8-9 | sunday:  9-8,#icon-1685-A52714,Latitude: 47.16842<br>Longitude: -122.13132<br>Street: 18318 Sr 410 E<br>City: Bonney Lake<br>State: WA<br>Zip_Code: 98391<br>Phone: 253-299-6999<br>Open Hours: monday - friday:  8-9 | saturday:  8-9 | sunday:  9-8
Grocery Outlet,40.0637585,-76.3607867,2108 Spring Valley Rd,Lancaster,PA,17601,717-209-7060,monday - friday:  7-10 | saturday:  7-10 | sunday:  7-10,#icon-1685-A52714,Latitude: 40.0637585<br>Longitude: -76.3607867<br>Street: 2108 Spring Valley Rd<br>City: Lancaster<br>State: PA<br>Zip_Code: 17601<br>Phone: 717-209-7060<br>Open Hours: monday - friday:  7-10 | saturday:  7-10 | sunday:  7-10
Grocery Outlet,40.1498694,-76.3815129,703 Lancaster Road (Rt 72),Manheim,PA,17545,717-665-7500,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 40.1498694<br>Longitude: -76.3815129<br>Street: 703 Lancaster Road (Rt 72)<br>City: Manheim<br>State: PA<br>Zip_Code: 17545<br>Phone: 717-665-7500<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,39.16621,-123.21088,1203 North State Street,Ukiah,CA,95482,707-463-2129,monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm,#icon-1685-A52714,Latitude: 39.16621<br>Longitude: -123.21088<br>Street: 1203 North State Street<br>City: Ukiah<br>State: CA<br>Zip_Code: 95482<br>Phone: 707-463-2129<br>Open Hours: monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm
Grocery Outlet,36.79415,-119.78908,1825 E Ashlan Avenue Suite A,Fresno,CA,93726,559-226-3663,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 36.79415<br>Longitude: -119.78908<br>Street: 1825 E Ashlan Avenue Suite A<br>City: Fresno<br>State: CA<br>Zip_Code: 93726<br>Phone: 559-226-3663<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,33.97394299,-117.34939259,3981 Chicago Avenue,Riverside,CA,92507,951-224-8797,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 33.97394299<br>Longitude: -117.34939259<br>Street: 3981 Chicago Avenue<br>City: Riverside<br>State: CA<br>Zip_Code: 92507<br>Phone: 951-224-8797<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,40.3826426,-75.9275362,3260 North 5th Street,Reading,PA,19605,610-985-0501,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 8pm,#icon-1685-A52714,Latitude: 40.3826426<br>Longitude: -75.9275362<br>Street: 3260 North 5th Street<br>City: Reading<br>State: PA<br>Zip_Code: 19605<br>Phone: 610-985-0501<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 8pm
Grocery Outlet,33.8711332,-117.9068571,120 N Raymond Ave,Fullerton,CA,92831,714-526-4345,monday - friday:  8am-10pm | saturday:  8am-10pm | sunday:  8am-10pm,#icon-1685-A52714,Latitude: 33.8711332<br>Longitude: -117.9068571<br>Street: 120 N Raymond Ave<br>City: Fullerton<br>State: CA<br>Zip_Code: 92831<br>Phone: 714-526-4345<br>Open Hours: monday - friday:  8am-10pm | saturday:  8am-10pm | sunday:  8am-10pm
Grocery Outlet,39.97809713,-75.16955853,2077 Ridge Avenue,Philadelphia,PA,19121,267-886-9460,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 39.97809713<br>Longitude: -75.16955853<br>Street: 2077 Ridge Avenue<br>City: Philadelphia<br>State: PA<br>Zip_Code: 19121<br>Phone: 267-886-9460<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,37.338398,-121.994078,3520 Homestead Road,Santa Clara,CA,95051,408-249-9046,monday - friday:  8am - 10pm | saturday:  8am - 10pm | sunday:  8am - 10pm,#icon-1685-A52714,Latitude: 37.338398<br>Longitude: -121.994078<br>Street: 3520 Homestead Road<br>City: Santa Clara<br>State: CA<br>Zip_Code: 95051<br>Phone: 408-249-9046<br>Open Hours: monday - friday:  8am - 10pm | saturday:  8am - 10pm | sunday:  8am - 10pm
Grocery Outlet,43.23055695,-123.36452855,780 Nw Garden Valley Boulevard Suite 160,Roseburg,OR,97471,541-672-8440,monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm,#icon-1685-A52714,Latitude: 43.23055695<br>Longitude: -123.36452855<br>Street: 780 Nw Garden Valley Boulevard Suite 160<br>City: Roseburg<br>State: OR<br>Zip_Code: 97471<br>Phone: 541-672-8440<br>Open Hours: monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm
Grocery Outlet,45.40216,-122.27457,36701 Highway 26,Sandy,OR,97055,503-668-6950,monday - friday:  8-9 | saturday:  8-9 | sunday:  8-9,#icon-1685-A52714,Latitude: 45.40216<br>Longitude: -122.27457<br>Street: 36701 Highway 26<br>City: Sandy<br>State: OR<br>Zip_Code: 97055<br>Phone: 503-668-6950<br>Open Hours: monday - friday:  8-9 | saturday:  8-9 | sunday:  8-9
Grocery Outlet,39.612236,-119.848244,200 Lemmon Drive Suite 101,Reno,NV,89506,775-870-4544,monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm,#icon-1685-A52714,Latitude: 39.612236<br>Longitude: -119.848244<br>Street: 200 Lemmon Drive Suite 101<br>City: Reno<br>State: NV<br>Zip_Code: 89506<br>Phone: 775-870-4544<br>Open Hours: monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm
Grocery Outlet,47.205845,-122.482981,3510 S 56th Street,Tacoma,WA,98409,253-830-5141,monday - friday:  8-9 | saturday:  8-9 | sunday:  8-9,#icon-1685-A52714,Latitude: 47.205845<br>Longitude: -122.482981<br>Street: 3510 S 56th Street<br>City: Tacoma<br>State: WA<br>Zip_Code: 98409<br>Phone: 253-830-5141<br>Open Hours: monday - friday:  8-9 | saturday:  8-9 | sunday:  8-9
Grocery Outlet,39.17420824,-119.74349385,2100 East William Street,Carson City,NV,89701,775-882-6199,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 39.17420824<br>Longitude: -119.74349385<br>Street: 2100 East William Street<br>City: Carson City<br>State: NV<br>Zip_Code: 89701<br>Phone: 775-882-6199<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,37.3388487,-121.8849036,272 E Santa Clara Street,San Jose,CA,95113,408-477-8350,monday - friday:  7-10 | saturday:  7-10 | sunday:  7-10,#icon-1685-A52714,Latitude: 37.3388487<br>Longitude: -121.8849036<br>Street: 272 E Santa Clara Street<br>City: San Jose<br>State: CA<br>Zip_Code: 95113<br>Phone: 408-477-8350<br>Open Hours: monday - friday:  7-10 | saturday:  7-10 | sunday:  7-10
Grocery Outlet,44.054982,-123.351761,25110 Jeans Road,Veneta,OR,97487,458-207-9186,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 44.054982<br>Longitude: -123.351761<br>Street: 25110 Jeans Road<br>City: Veneta<br>State: OR<br>Zip_Code: 97487<br>Phone: 458-207-9186<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,38.42355,-121.38902,8517 Bond Rd,Elk Grove,CA,95624,916-714-6088,monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm,#icon-1685-A52714,Latitude: 38.42355<br>Longitude: -121.38902<br>Street: 8517 Bond Rd<br>City: Elk Grove<br>State: CA<br>Zip_Code: 95624<br>Phone: 916-714-6088<br>Open Hours: monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm
Grocery Outlet,33.696195,-117.33576,29231 Central Avenue,Lake Elsinore,CA,92532,951-471-6626,monday - friday:  8am-10pm | saturday:  8am-10pm | sunday:  8am-10pm,#icon-1685-A52714,Latitude: 33.696195<br>Longitude: -117.33576<br>Street: 29231 Central Avenue<br>City: Lake Elsinore<br>State: CA<br>Zip_Code: 92532<br>Phone: 951-471-6626<br>Open Hours: monday - friday:  8am-10pm | saturday:  8am-10pm | sunday:  8am-10pm
Grocery Outlet,41.7402354,-122.6325449,121 Montague Rd,Yreka,CA,96097,530-842-7700,monday - friday:  7-9 | saturday:  7-9 | sunday:  7-9,#icon-1685-A52714,Latitude: 41.7402354<br>Longitude: -122.6325449<br>Street: 121 Montague Rd<br>City: Yreka<br>State: CA<br>Zip_Code: 96097<br>Phone: 530-842-7700<br>Open Hours: monday - friday:  7-9 | saturday:  7-9 | sunday:  7-9
Grocery Outlet,37.931575,-122.322824,12010 San Pablo Avenue,Richmond,CA,94805,510-619-2640,monday - friday:  8-9 | saturday:  8-9 | sunday:  8-9,#icon-1685-A52714,Latitude: 37.931575<br>Longitude: -122.322824<br>Street: 12010 San Pablo Avenue<br>City: Richmond<br>State: CA<br>Zip_Code: 94805<br>Phone: 510-619-2640<br>Open Hours: monday - friday:  8-9 | saturday:  8-9 | sunday:  8-9
Grocery Outlet,33.55811122,-117.70977933,27871 La Paz Road,Laguna Niguel,CA,92677,949-464-5775,monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm,#icon-1685-A52714,Latitude: 33.55811122<br>Longitude: -117.70977933<br>Street: 27871 La Paz Road<br>City: Laguna Niguel<br>State: CA<br>Zip_Code: 92677<br>Phone: 949-464-5775<br>Open Hours: monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm
Grocery Outlet,47.14005,-119.27836,1177 N Stratford Road,Moses Lake,WA,98837,509-766-7650,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 47.14005<br>Longitude: -119.27836<br>Street: 1177 N Stratford Road<br>City: Moses Lake<br>State: WA<br>Zip_Code: 98837<br>Phone: 509-766-7650<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,35.6293525,-118.4764042,6415 Lake Isabella Boulevard,Lake Isabella,CA,93240,760-379-0009,monday - friday:  6am - 10pm | saturday:  6am - 10pm | sunday:  6am - 10pm,#icon-1685-A52714,Latitude: 35.6293525<br>Longitude: -118.4764042<br>Street: 6415 Lake Isabella Boulevard<br>City: Lake Isabella<br>State: CA<br>Zip_Code: 93240<br>Phone: 760-379-0009<br>Open Hours: monday - friday:  6am - 10pm | saturday:  6am - 10pm | sunday:  6am - 10pm
Grocery Outlet,42.972459,-123.338601,130 Petite Street Exit 103,Myrtle Creek,OR,97457,541-860-7631,monday - friday:  8am-9pm | saturday:  8am-9pm | sunday:  8am-9pm,#icon-1685-A52714,Latitude: 42.972459<br>Longitude: -123.338601<br>Street: 130 Petite Street Exit 103<br>City: Myrtle Creek<br>State: OR<br>Zip_Code: 97457<br>Phone: 541-860-7631<br>Open Hours: monday - friday:  8am-9pm | saturday:  8am-9pm | sunday:  8am-9pm
Grocery Outlet,33.7203077,-117.9875267,16672 Beach Blvd Suite I,Huntington Beach,CA,92647,714-369-6301,monday - friday:  8am-10pm | saturday:  8am-10pm | sunday:  8am-10pm,#icon-1685-A52714,Latitude: 33.7203077<br>Longitude: -117.9875267<br>Street: 16672 Beach Blvd Suite I<br>City: Huntington Beach<br>State: CA<br>Zip_Code: 92647<br>Phone: 714-369-6301<br>Open Hours: monday - friday:  8am-10pm | saturday:  8am-10pm | sunday:  8am-10pm
Grocery Outlet,37.65432,-120.95654,832 Oakdale Road,Modesto,CA,95355,209-525-9370,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 37.65432<br>Longitude: -120.95654<br>Street: 832 Oakdale Road<br>City: Modesto<br>State: CA<br>Zip_Code: 95355<br>Phone: 209-525-9370<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,37.645376,-118.965684,37 Old Mammoth Road,Mammoth Lakes,CA,93546,760-934-1510,monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm,#icon-1685-A52714,Latitude: 37.645376<br>Longitude: -118.965684<br>Street: 37 Old Mammoth Road<br>City: Mammoth Lakes<br>State: CA<br>Zip_Code: 93546<br>Phone: 760-934-1510<br>Open Hours: monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm
Grocery Outlet,33.6884312,-117.9539221,18920 Brookhurst Street,Fountain Valley,CA,92708,714-500-2295,monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm,#icon-1685-A52714,Latitude: 33.6884312<br>Longitude: -117.9539221<br>Street: 18920 Brookhurst Street<br>City: Fountain Valley<br>State: CA<br>Zip_Code: 92708<br>Phone: 714-500-2295<br>Open Hours: monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm
Grocery Outlet,33.9417805,-116.5036459,14677 Palm Drive,Desert Hot Springs,CA,92240,760-428-9700,monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm,#icon-1685-A52714,Latitude: 33.9417805<br>Longitude: -116.5036459<br>Street: 14677 Palm Drive<br>City: Desert Hot Springs<br>State: CA<br>Zip_Code: 92240<br>Phone: 760-428-9700<br>Open Hours: monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm
Grocery Outlet,37.28724337,-121.9749046,100 N San Tomas Aquino Road,Campbell,CA,95008,408-540-7866,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 37.28724337<br>Longitude: -121.9749046<br>Street: 100 N San Tomas Aquino Road<br>City: Campbell<br>State: CA<br>Zip_Code: 95008<br>Phone: 408-540-7866<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,34.107628,-118.028368,140 E Live Oak Avenue,Arcadia,CA,91006,626-734-7334,monday - friday:  8am - 10pm | saturday:  8am - 10pm | sunday:  8am - 10pm,#icon-1685-A52714,Latitude: 34.107628<br>Longitude: -118.028368<br>Street: 140 E Live Oak Avenue<br>City: Arcadia<br>State: CA<br>Zip_Code: 91006<br>Phone: 626-734-7334<br>Open Hours: monday - friday:  8am - 10pm | saturday:  8am - 10pm | sunday:  8am - 10pm
Grocery Outlet,34.108595,-118.196329,5461 N Figueroa Street,Los Angeles,CA,90042,323-739-6285,monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm,#icon-1685-A52714,Latitude: 34.108595<br>Longitude: -118.196329<br>Street: 5461 N Figueroa Street<br>City: Los Angeles<br>State: CA<br>Zip_Code: 90042<br>Phone: 323-739-6285<br>Open Hours: monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm
Grocery Outlet,38.1287984,-121.2583307,520 S Cherokee Lane Ste 102,Lodi,CA,95240,209-625-8320,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 38.1287984<br>Longitude: -121.2583307<br>Street: 520 S Cherokee Lane Ste 102<br>City: Lodi<br>State: CA<br>Zip_Code: 95240<br>Phone: 209-625-8320<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,45.424249,-122.510992,14800 Se Sunnyside Road,Clackamas,OR,97015,503-855-3534,monday - friday:  8am-9pm | saturday:  8am-9pm | sunday:  8am-9pm,#icon-1685-A52714,Latitude: 45.424249<br>Longitude: -122.510992<br>Street: 14800 Se Sunnyside Road<br>City: Clackamas<br>State: OR<br>Zip_Code: 97015<br>Phone: 503-855-3534<br>Open Hours: monday - friday:  8am-9pm | saturday:  8am-9pm | sunday:  8am-9pm
Grocery Outlet,34.093082,-117.66922,176 South Mountain Avenue,Upland,CA,91786,909-949-6155,monday - friday:  8am-10pm | saturday:  8am-10pm | sunday:  8am-10pm,#icon-1685-A52714,Latitude: 34.093082<br>Longitude: -117.66922<br>Street: 176 South Mountain Avenue<br>City: Upland<br>State: CA<br>Zip_Code: 91786<br>Phone: 909-949-6155<br>Open Hours: monday - friday:  8am-10pm | saturday:  8am-10pm | sunday:  8am-10pm
Grocery Outlet,38.73246,-120.77619,1426 Broadway,Placerville,CA,95667,530-642-1533,monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm,#icon-1685-A52714,Latitude: 38.73246<br>Longitude: -120.77619<br>Street: 1426 Broadway<br>City: Placerville<br>State: CA<br>Zip_Code: 95667<br>Phone: 530-642-1533<br>Open Hours: monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm
Grocery Outlet,34.2108761,-119.1932747,920 N Ventura Road,Oxnard,CA,93030,805-973-8863,monday - friday:  7am-10pm | saturday:  7am-10pm | sunday:  7am-10pm,#icon-1685-A52714,Latitude: 34.2108761<br>Longitude: -119.1932747<br>Street: 920 N Ventura Road<br>City: Oxnard<br>State: CA<br>Zip_Code: 93030<br>Phone: 805-973-8863<br>Open Hours: monday - friday:  7am-10pm | saturday:  7am-10pm | sunday:  7am-10pm
Grocery Outlet,37.33538,-119.65727,40301 Junction Drive,Oakhurst,CA,93644,559-683-2400,monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm,#icon-1685-A52714,Latitude: 37.33538<br>Longitude: -119.65727<br>Street: 40301 Junction Drive<br>City: Oakhurst<br>State: CA<br>Zip_Code: 93644<br>Phone: 559-683-2400<br>Open Hours: monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm
Grocery Outlet,47.500094,-122.180466,2809 Ne Sunset Boulevard,Renton,WA,98056,425-988-2515,monday - friday:  8-10 | saturday:  8-10 | sunday:  8-10,#icon-1685-A52714,Latitude: 47.500094<br>Longitude: -122.180466<br>Street: 2809 Ne Sunset Boulevard<br>City: Renton<br>State: WA<br>Zip_Code: 98056<br>Phone: 425-988-2515<br>Open Hours: monday - friday:  8-10 | saturday:  8-10 | sunday:  8-10
Grocery Outlet,32.7119294,-117.15511322,1002 Market Street,San Diego,CA,92101,619-338-0096,monday - friday:  7am - 11pm | saturday:  7am - 11pm | sunday:  7am - 11pm,#icon-1685-A52714,Latitude: 32.7119294<br>Longitude: -117.15511322<br>Street: 1002 Market Street<br>City: San Diego<br>State: CA<br>Zip_Code: 92101<br>Phone: 619-338-0096<br>Open Hours: monday - friday:  7am - 11pm | saturday:  7am - 11pm | sunday:  7am - 11pm
Grocery Outlet,40.2011444,-75.1208796,1023 West County Line Road,Warminster,PA,18974,215-259-6985,monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm,#icon-1685-A52714,Latitude: 40.2011444<br>Longitude: -75.1208796<br>Street: 1023 West County Line Road<br>City: Warminster<br>State: PA<br>Zip_Code: 18974<br>Phone: 215-259-6985<br>Open Hours: monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm
Grocery Outlet,39.500603,-121.562066,1060 Oroville Dam Blvd E,Oroville,CA,95965,530-534-3940,monday - friday:  7am-10pm | saturday:  7am-10pm | sunday:  7am-10pm,#icon-1685-A52714,Latitude: 39.500603<br>Longitude: -121.562066<br>Street: 1060 Oroville Dam Blvd E<br>City: Oroville<br>State: CA<br>Zip_Code: 95965<br>Phone: 530-534-3940<br>Open Hours: monday - friday:  7am-10pm | saturday:  7am-10pm | sunday:  7am-10pm
Grocery Outlet,38.783437,-123.016121,111 Treadway Drive,Cloverdale,CA,95425,707-894-6254,monday - friday:  8am-9pm | saturday:  8am-9pm | sunday:  8am-9pm,#icon-1685-A52714,Latitude: 38.783437<br>Longitude: -123.016121<br>Street: 111 Treadway Drive<br>City: Cloverdale<br>State: CA<br>Zip_Code: 95425<br>Phone: 707-894-6254<br>Open Hours: monday - friday:  8am-9pm | saturday:  8am-9pm | sunday:  8am-9pm
Grocery Outlet,48.4257606,-119.4841306,918 Engh Rd,Omak,WA,98841,509-826-1506,monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm,#icon-1685-A52714,Latitude: 48.4257606<br>Longitude: -119.4841306<br>Street: 918 Engh Rd<br>City: Omak<br>State: WA<br>Zip_Code: 98841<br>Phone: 509-826-1506<br>Open Hours: monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm
Grocery Outlet,38.7450143,-121.2748284,424 Roseville Square,Roseville,CA,95678,916-772-2600,monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm,#icon-1685-A52714,Latitude: 38.7450143<br>Longitude: -121.2748284<br>Street: 424 Roseville Square<br>City: Roseville<br>State: CA<br>Zip_Code: 95678<br>Phone: 916-772-2600<br>Open Hours: monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm
Grocery Outlet,34.92447,-120.43593,1948 South Broadway,Santa Maria,CA,93454,805-922-0109,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  9am - 8pm,#icon-1685-A52714,Latitude: 34.92447<br>Longitude: -120.43593<br>Street: 1948 South Broadway<br>City: Santa Maria<br>State: CA<br>Zip_Code: 93454<br>Phone: 805-922-0109<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  9am - 8pm
Grocery Outlet,38.62309692,-121.34705153,5025 Marconi Avenue Suite A,Carmichael,CA,95608,916-692-8110,monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm,#icon-1685-A52714,Latitude: 38.62309692<br>Longitude: -121.34705153<br>Street: 5025 Marconi Avenue Suite A<br>City: Carmichael<br>State: CA<br>Zip_Code: 95608<br>Phone: 916-692-8110<br>Open Hours: monday - friday:  7am - 9pm | saturday:  7am - 9pm | sunday:  7am - 9pm
Grocery Outlet,36.51591325,-119.55758737,1751 Simpson Street,Kingsburg,CA,93631,559-419-9375,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 36.51591325<br>Longitude: -119.55758737<br>Street: 1751 Simpson Street<br>City: Kingsburg<br>State: CA<br>Zip_Code: 93631<br>Phone: 559-419-9375<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,37.9485993,-121.9575737,5410 Ygnacio Valley Road,Concord,CA,94521,925-524-0004,monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm,#icon-1685-A52714,Latitude: 37.9485993<br>Longitude: -121.9575737<br>Street: 5410 Ygnacio Valley Road<br>City: Concord<br>State: CA<br>Zip_Code: 94521<br>Phone: 925-524-0004<br>Open Hours: monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm
Grocery Outlet,32.754308,-117.222247,3948 W Point Loma Boulevard,San Diego,CA,92110,619-704-1440,monday - friday:  8am - 10pm | saturday:  8am - 10pm | sunday:  8am - 10pm,#icon-1685-A52714,Latitude: 32.754308<br>Longitude: -117.222247<br>Street: 3948 W Point Loma Boulevard<br>City: San Diego<br>State: CA<br>Zip_Code: 92110<br>Phone: 619-704-1440<br>Open Hours: monday - friday:  8am - 10pm | saturday:  8am - 10pm | sunday:  8am - 10pm
Grocery Outlet,34.02919153,-117.91363955,1528 E Amar Road,West Covina,CA,91792,626-723-7877,monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm,#icon-1685-A52714,Latitude: 34.02919153<br>Longitude: -117.91363955<br>Street: 1528 E Amar Road<br>City: West Covina<br>State: CA<br>Zip_Code: 91792<br>Phone: 626-723-7877<br>Open Hours: monday - friday:  8am - 9pm | saturday:  8am - 9pm | sunday:  8am - 9pm
Grocery Outlet,46.5721,-120.48853,2109 S 1st Street,Yakima,WA,98903,509-452-1777,monday - friday:  8-9 | saturday:  8-9 | sunday:  8-9,#icon-1685-A52714,Latitude: 46.5721<br>Longitude: -120.48853<br>Street: 2109 S 1st Street<br>City: Yakima<br>State: WA<br>Zip_Code: 98903<br>Phone: 509-452-1777<br>Open Hours: monday - friday:  8-9 | saturday:  8-9 | sunday:  8-9
Grocery Outlet,36.41455677,-121.31802732,401 Nestles Road,Soledad,CA,93960,831-315-3467,monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm,#icon-1685-A52714,Latitude: 36.41455677<br>Longitude: -121.31802732<br>Street: 401 Nestles Road<br>City: Soledad<br>State: CA<br>Zip_Code: 93960<br>Phone: 831-315-3467<br>Open Hours: monday - friday:  7am - 10pm | saturday:  7am - 10pm | sunday:  7am - 10pm
