"retailer","store_id","store_name","address","address_line_2","full_address","city","state","zip_code","country","latitude","longitude","phone","location_type","location_subtype","region_code","time_zone","opening_date","has_gas","has_pharmacy","has_food_court","has_optical","has_hearing_aids","has_tire_center","services","source","source_url","retrieved_at"
"Costco","38","Stockton","1616 E HAMMER LN","","1616 E HAMMER LN, STOCKTON, CA, 95210-4119","STOCKTON","CA","95210-4119","US","38.01894651","-121.2921801","(209) 478-2040","Sales Location","Warehouse","BA","America/Los_Angeles","1986-10-23","True","True","True","True","True","True","Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.0443138Z"
"Costco","423","Sunnyvale","150 LAWRENCE STATION RD","","150 LAWRENCE STATION RD, SUNNYVALE, CA, 94086-5309","SUNNYVALE","CA","94086-5309","US","37.37245362","-121.9950297","(408) 730-1892","Sales Location","Warehouse","BA","America/Los_Angeles","1986-07-01","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.6999420Z"
"Costco","491","Temecula","26610 YNEZ RD","","26610 YNEZ RD, TEMECULA, CA, 92591-4697","TEMECULA","CA","92591-4697","US","33.52100801","-117.1548903","(951) 719-2000","Sales Location","Warehouse","SD","America/Los_Angeles","1991-11-26","True","True","True","True","True","True","ATM | Auto Buying Program | Bakery | Diesel | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Service Deli | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.8723094Z"
"Costco","1202","Torrance","2640 LOMITA BLVD","","2640 LOMITA BLVD, TORRANCE, CA, 90505-5214","TORRANCE","CA","90505-5214","US","33.80673434","-118.3342973","(310) 891-1020","Sales Location","Warehouse","LA","America/Los_Angeles","1998-09-24","True","True","True","True","True","True","Auto Buying Program | Bakery | Car Wash | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.8346032Z"
"Costco","658","Tracy","3250 W GRANT LINE RD","","3250 W GRANT LINE RD, TRACY, CA, 95304-8427","TRACY","CA","95304-8427","US","37.75075641","-121.4749392","(209) 830-5340","Sales Location","Warehouse","BA","America/Los_Angeles","2002-09-17","True","True","True","True","True","True","Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Service Deli | Tire Service Center | T-Mobile Cellular Kiosk","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.9809194Z"
"Costco","782","Turlock","2955 N TEGNER RD","","2955 N TEGNER RD, TURLOCK, CA, 95380-9401","TURLOCK","CA","95380-9401","US","37.5193059","-120.8881529","(209) 656-5301","Sales Location","Warehouse","BA","America/Los_Angeles","2004-08-26","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Car Wash | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.3535925Z"
"Costco","1001","Tustin","2700 PARK AVE","","2700 PARK AVE, TUSTIN, CA, 92782-2708","TUSTIN","CA","92782-2708","US","33.69943044","-117.8234177","(714) 338-1933","Sales Location","Warehouse","LA","America/Los_Angeles","2007-06-07","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.3946438Z"
"Costco","122","Tustin Ranch","2655 EL CAMINO REAL","","2655 EL CAMINO REAL, TUSTIN, CA, 92782-8918","TUSTIN","CA","92782-8918","US","33.72841396","-117.7964149","(714) 838-7895","Sales Location","Warehouse","LA","America/Los_Angeles","1992-10-01","True","True","True","True","False","True","A PS Processing | ATM | Auto Buying Program | Bakery | Digital Print Services | Executive Membership | Food Court | Fresh Meat | Fresh Produce | Gas Station | Membership | Optical Department | Pharmacy | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.1720952Z"
"Costco","1297","Ukiah","1275 AIRPORT PARK BLVD","","1275 AIRPORT PARK BLVD, UKIAH, CA, 95482-7400","UKIAH","CA","95482-7400","US","39.1272227","-123.1967938","(707) 313-8004","Sales Location","Warehouse","BA","America/Los_Angeles","2018-07-19","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Service Deli | Special Order Kiosk | Tire Service Center | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.9799834Z"
"Costco","694","Vacaville","1051 HUME WAY","","1051 HUME WAY, VACAVILLE, CA, 95687-5558","VACAVILLE","CA","95687-5558","US","38.35130811","-121.9804856","(707) 453-7343","Sales Location","Warehouse","BA","America/Los_Angeles","2002-12-06","True","True","True","True","True","True","Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Service Deli | Tire Service Center | T-Mobile Cellular Kiosk","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.1637150Z"
"Costco","132","Vallejo","198 PLAZA DR","","198 PLAZA DR, VALLEJO, CA, 94591-3702","VALLEJO","CA","94591-3702","US","38.13312248","-122.2137108","(707) 553-6400","Sales Location","Warehouse","BA","America/Los_Angeles","1989-12-07","True","True","True","True","True","True","Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.1995075Z"
"Costco","48","Van Nuys","6100 SEPULVEDA BLVD","","6100 SEPULVEDA BLVD, VAN NUYS, CA, 91411-2503","VAN NUYS","CA","91411-2503","US","34.18181471","-118.4639573","(818) 989-5132","Sales Location","Warehouse","LA","America/Los_Angeles","1989-11-09","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Digital Print Services | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Special Order Kiosk | Tire Service Center | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.0565357Z"
"Costco","1010","Victorville","14555 VALLEY CENTER DR","","14555 VALLEY CENTER DR, VICTORVILLE, CA, 92395-4216","VICTORVILLE","CA","92395-4216","US","34.51549541","-117.317669","(760) 524-9904","Sales Location","Warehouse","LA","America/Los_Angeles","1988-10-13","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Car Wash | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Service Deli | Special Order Kiosk | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.4356688Z"
"Costco","1741","N Visalia","6610 W RIGGIN AVE","","6610 W RIGGIN AVE, VISALIA, CA, 93291-1925","VISALIA","CA","93291-1925","US","36.358048","-119.365136","(559) 571-1902","Sales Location","Warehouse","BA","America/Los_Angeles","2026-05-21","True","True","True","True","True","True","Car Wash | EV Station | Food Court | Gas Station | Hearing Aids | Optical Department | Pharmacy | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:09.3357822Z"
"Costco","1017","Visalia","1405 W CAMERON AVE","","1405 W CAMERON AVE, VISALIA, CA, 93277-9527","VISALIA","CA","93277-9527","US","36.29258575","-119.3065773","(559) 735-2400","Sales Location","Warehouse","BA","America/Los_Angeles","1990-11-20","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Diesel | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Service Deli | Special Order Kiosk | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.4682643Z"
"Costco","124","Vista","1755 HACIENDA DR","","1755 HACIENDA DR, VISTA, CA, 92081-4546","VISTA","CA","92081-4546","US","33.18812349","-117.2770556","(760) 631-7255","Sales Location","Warehouse","SD","America/Los_Angeles","1993-11-24","True","True","True","True","True","True","ATM | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.1740953Z"
"Costco","117","Westlake Village","5700 LINDERO CANYON RD","","5700 LINDERO CANYON RD, WESTLAKE VILLAGE, CA, 91362-4063","WESTLAKE VILLAGE","CA","91362-4063","US","34.15245251","-118.7970919","(818) 597-3901","Sales Location","Warehouse","LA","America/Los_Angeles","1996-08-08","False","True","True","True","True","True","A PS Processing | AT&T Cellular Kiosk | ATM | Auto Buying Program | Bakery | Digital Print Services | EV Station | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Hearing Aids | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.1487143Z"
"Costco","943","Westminster Bus Ctr","13225 BEACH BLVD","","13225 BEACH BLVD, WESTMINSTER, CA, 92683-9210","WESTMINSTER","CA","92683-9210","US","33.76905632","-117.9928498","(657) 400-7006","Sales Location","Business Center","BD","America/Los_Angeles","2015-12-21","False","False","False","False","False","False","Auto Buying Program | Business Delivery | Business Products | Delivery | Executive Membership | Fresh Meat | Membership | Office Furniture | Restaurant Supplies | Select Produce & Deli Area | Tobacco","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.3843011Z"
"Costco","1003","Woodland","2299 BRONZE STAR DR","","2299 BRONZE STAR DR, WOODLAND, CA, 95776-5409","WOODLAND","CA","95776-5409","US","38.67187241","-121.7228277","(530) 406-2120","Sales Location","Warehouse","BA","America/Los_Angeles","2008-02-22","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Service Deli | Special Order Kiosk | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.4123440Z"
"Costco","1205","Woodland Hills","21800 VICTORY BLVD","","21800 VICTORY BLVD, WOODLAND HILLS, CA, 91367-2227","WOODLAND HILLS","CA","91367-2227","US","34.18628718","-118.6029872","(818) 884-9099","Sales Location","Warehouse","LA","America/Los_Angeles","1986-12-18","True","True","True","True","True","True","AT&T Cellular Kiosk | ATM | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.8377928Z"
"Costco","445","Yorba Linda","22633 SAVI RANCH PKWY","","22633 SAVI RANCH PKWY, YORBA LINDA, CA, 92887-4647","YORBA LINDA","CA","92887-4647","US","33.87549546","-117.7439542","(714) 282-6650","Sales Location","Warehouse","LA","America/Los_Angeles","1991-11-01","True","True","True","True","True","True","A PS Processing | ATM | Auto Buying Program | Bakery | EV Station | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.7451334Z"
"Costco","676","Arvada","5195 WADSWORTH BLVD","","5195 WADSWORTH BLVD, ARVADA, CO, 80002-4617","ARVADA","CO","80002-4617","US","39.78948522","-105.0829989","(303) 463-3603","Sales Location","Warehouse","SD","America/Denver","2001-09-19","True","True","True","True","True","True","Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Home Improvement | Independent Optometrist | Membership | Optical Department | Pharmacy | Service Deli | Tire Service Center | T-Mobile Cellular Kiosk | Tobacco | Wheelchair Available","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.0289380Z"
"Costco","439","Aurora","1471 S HAVANA ST","","1471 S HAVANA ST, AURORA, CO, 80012-4013","AURORA","CO","80012-4013","US","39.69025076","-104.8682465","(303) 750-2116","Sales Location","Warehouse","SD","America/Denver","1990-11-03","True","True","True","True","True","True","AT&T Cellular Kiosk | ATM | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.7273783Z"
"Costco","1014","E Colorado Springs","5885 BARNES RD","","5885 BARNES RD, COLORADO SPRINGS, CO, 80922-3512","COLORADO SPRINGS","CO","80922-3512","US","38.89227475","-104.7174078","(719) 591-3002","Sales Location","Warehouse","SD","America/Denver","2008-02-20","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Service Deli | Special Order Kiosk | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.4592937Z"
"Costco","1801","E Colorado Springs Home Showroom","5885 BARNES RD","","5885 BARNES RD, COLORADO SPRINGS, CO, 80922-3512","COLORADO SPRINGS","CO","80922-3512","US","38.892804","-104.71854","(719) 591-3008","Sales Location","Warehouse","HS","America/Denver","2025-11-07","False","False","False","False","False","False","","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:09.3916192Z"
"Costco","1030","W Colorado Springs","5050 N NEVADA AVE","","5050 N NEVADA AVE, COLORADO SPRINGS, CO, 80918-8602","COLORADO SPRINGS","CO","80918-8602","US","38.90453376","-104.8213997","(719) 264-5010","Sales Location","Warehouse","SD","America/Denver","2009-10-29","True","True","True","True","True","True","Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Tire Service Center | T-Mobile Cellular Kiosk","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.5167104Z"
"Costco","650","Denver Bus Ctr","400 S ZUNI ST","","400 S ZUNI ST, DENVER, CO, 80223-1969","DENVER","CO","80223-1969","US","39.70884378","-105.0138643","(303) 830-4529","Sales Location","Business Center","BD","America/Denver","2016-06-01","False","False","False","False","False","False","Auto Buying Program | Business Delivery | Business Products | Delivery | Executive Membership | Fresh Meat | Membership | Office Furniture | Restaurant Supplies | Select Produce & Deli Area | Tobacco","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.9664068Z"
"Costco","1652","NE Denver","4741 N AIRPORT WAY","","4741 N AIRPORT WAY, DENVER, CO, 80239-5999","DENVER","CO","80239-5999","US","39.78089413566156","-104.79631932487986","(303) 957-3500","Sales Location","Warehouse","SD","America/Denver","2023-07-19","True","True","True","True","True","True","AT&T Cellular Kiosk | EV Station | Food Court | Fresh Deli | Fresh Meat | Gas Station | Hearing Aids | Optical Department | Pharmacy | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:09.2377579Z"
"Costco","637","Gypsum","170 COOLEY MESA RD","","170 COOLEY MESA RD, GYPSUM, CO, 81637-9707","GYPSUM","CO","81637-9707","US","39.63790281555215","-106.90748006971009","(970) 328-7603","Sales Location","Warehouse","SD","America/Denver","2006-10-20","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Diesel | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Membership | Optical Department | Pharmacy | Propane | Rotisserie Chicken | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.9379067Z"
"Costco","468","Douglas County","8686 PARK MEADOWS CENTER DR","","8686 PARK MEADOWS CENTER DR, LITTLETON, CO, 80124-5129","LITTLETON","CO","80124-5129","US","39.55807825","-104.8771532","(303) 708-0012","Sales Location","Warehouse","SD","America/Denver","1997-11-20","True","True","True","True","True","True","ATM | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.7798475Z"
"Costco","443","SW Denver","7900 W QUINCY AVE","","7900 W QUINCY AVE, LITTLETON, CO, 80123-1350","LITTLETON","CO","80123-1350","US","39.63732828","-105.0862141","(303) 933-4931","Sales Location","Warehouse","SD","America/Denver","1991-08-01","True","True","True","True","True","True","AT&T Cellular Kiosk | ATM | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Service Deli | Special Order Kiosk | Tire Service Center | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.7391199Z"
"Costco","1628","Longmont","205 EAST KEN PRATT BLVD","","205 EAST KEN PRATT BLVD, LONGMONT, CO, 80501-8500","LONGMONT","CO","80501-8500","US","40.152122","-105.085332","(303) 827-2534","Sales Location","Warehouse","SD","America/Denver","2023-05-04","True","True","True","True","True","True","*General Information | *General Information - English | AT&T Cellular Kiosk | Food Court | Fresh Meat | Gas Station | Hearing Aids | Optical Department | Pharmacy | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:09.1840957Z"
"Costco","1022","Parker","18414 COTTONWOOD DR","","18414 COTTONWOOD DR, PARKER, CO, 80138-8876","PARKER","CO","80138-8876","US","39.55589102","-104.775207","(303) 583-1939","Sales Location","Warehouse","SD","America/Denver","2008-08-22","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Special Order Kiosk | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.4927236Z"
"Costco","1027","Sheridan","4000 RIVER POINT PKWY","","4000 RIVER POINT PKWY, SHERIDAN, CO, 80110-3316","SHERIDAN","CO","80110-3316","US","39.64411104","-105.0068137","(303) 200-1830","Sales Location","Warehouse","SD","America/Denver","2008-08-21","True","True","True","True","True","True","Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.5097100Z"
"Costco","480","Superior","600 MARSHALL RD","","600 MARSHALL RD, SUPERIOR, CO, 80027-9730","SUPERIOR","CO","80027-9730","US","39.95930147","-105.1738233","(720) 587-1000","Sales Location","Warehouse","SD","America/Denver","1999-04-15","True","True","True","True","True","True","A PS Processing | ATM | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.8257265Z"
"Costco","629","Thornton","16375 N. WASHINGTON ST","","16375 N. WASHINGTON ST, THORNTON, CO, 80023-8907","THORNTON","CO","80023-8907","US","39.99123169","-104.9827328","(303) 474-3247","Sales Location","Warehouse","SD","America/Denver","2007-02-21","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.9056076Z"
"Costco","1178","Timnath","4705 WEITZEL ST","","4705 WEITZEL ST, TIMNATH, CO, 80547-4703","TIMNATH","CO","80547-4703","US","40.52095783","-104.9896532","(970) 416-6115","Sales Location","Warehouse","SD","America/Denver","2014-10-02","True","True","True","True","True","True","ATM | Auto Buying Program | Bakery | Diesel | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Service Deli | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.7679510Z"
"Costco","440","Westminster CO","6400 W 92ND AVE","","6400 W 92ND AVE, WESTMINSTER, CO, 80031-2952","WESTMINSTER","CO","80031-2952","US","39.86207143","-105.0659434","(303) 650-1476","Sales Location","Warehouse","SD","America/Denver","1990-11-03","True","True","True","True","True","True","AT&T Cellular Kiosk | ATM | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.7314112Z"
"Costco","304","Brookfield","200 FEDERAL RD","","200 FEDERAL RD, BROOKFIELD, CT, 06804-2514","BROOKFIELD","CT","06804-2514","US","41.44232784","-73.40608192","(203) 740-7623","Sales Location","Warehouse","NE","America/New_York","1991-11-21","True","True","True","True","True","True","Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.4094704Z"
"Costco","1372","E Lyme","284 FLANDERS RD","","284 FLANDERS RD, EAST LYME, CT, 06333-1710","EAST LYME","CT","06333-1710","US","41.3601506","-72.2143859","(860) 691-9647","Sales Location","Warehouse","NE","America/New_York","2019-11-14","True","True","True","True","True","True","AT&T Cellular Kiosk | Auto Buying Program | Bakery | Executive Membership | Fine Wines and Liquor | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Service Deli | Special Order Kiosk | Tire Service Center","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:09.0763673Z"
"Costco","780","Enfield","75 FRESHWATER BLVD","","75 FRESHWATER BLVD, ENFIELD, CT, 06082-3854","ENFIELD","CT","06082-3854","US","41.99339784","-72.5755842","(860) 394-2000","Sales Location","Warehouse","NE","America/New_York","2004-07-29","True","True","True","True","True","True","Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Rotisserie Chicken | Service Deli | Tire Service Center | T-Mobile Cellular Kiosk","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:08.3475915Z"
"Costco","312","Milford","1718 BOSTON POST RD","","1718 BOSTON POST RD, MILFORD, CT, 06460-2718","MILFORD","CT","06460-2718","US","41.25087853","-73.02468895","(203) 882-8881","Sales Location","Warehouse","NE","America/New_York","1993-04-22","True","True","True","True","True","True","ATM | Auto Buying Program | Bakery | Executive Membership | Food Court | Fresh Deli | Fresh Meat | Fresh Produce | Gas Station | Hearing Aids | Independent Optometrist | Membership | Optical Department | Pharmacy | Service Deli | Special Order Kiosk | Tire Service Center | T-Mobile Cellular Kiosk | Travel","Costco warehouse locator API","https://ecom-api.costco.com/core/warehouse-locator/v1/salesLocations.json","2026-07-31T21:17:07.4275010Z"
