"retailer","store_id","location_name","status","is_test_location","address","city","county","state","state_code","postal_code","country","country_code","latitude","longitude","phone","store_format","total_building_area","merchandise_level","time_zone","google_maps_url","drive_up_latitude","drive_up_longitude","drive_up_radius","capabilities","capability_names","store_url","source","retrieved_at_utc"
"Target","249","Westminster","Open","False","16400 Beach Blvd","Westminster","Orange","California","CA","92683-7858","United States of America","US","33.725383","-117.98629","714-841-4449","Pfresh","119104","1","America/Los_Angeles","https://maps.google.com/maps?cid=12459809730449044390","33.725625","-117.9865528","55","Bev Bar | Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Roblox Exp | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/westminster/249","Target Redsky store_location_v1","2026-07-31T18:33:13Z"
"Target","250","Santa Ana South Coast","Open","False","3300 S Bristol St","Santa Ana","Orange","California","CA","92704-7246","United States of America","US","33.702755","-117.886981","714-641-4944","Pfresh","102960","1","America/Los_Angeles","https://maps.google.com/maps?cid=4327801553871748065","33.70305","-117.887","57","Cafe-Pizza | Clothing Tback | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Roblox Exp | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Caf̩-Pizza | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/santa-ana-south-coast/250","Target Redsky store_location_v1","2026-07-31T18:33:14Z"
"Target","251","Mesa Central","Open","False","1135 S Gilbert Rd","Mesa","Maricopa","Arizona","AZ","85204-5205","United States of America","US","33.394166","-111.785987","480-926-3443","Pfresh","112033","1","America/Phoenix","https://maps.google.com/maps?cid=10803036534664770657","33.3945778","-111.78615","47","Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/mesa-central/251","Target Redsky store_location_v1","2026-07-31T18:33:15Z"
"Target","253","Great Falls","Open","False","2000 10th Ave S","Great Falls","Cascade","Montana","MT","59405-2753","United States of America","US","47.493381","-111.271312","406-727-9281","Gen Merch","79089","1","America/Denver","https://maps.google.com/maps?cid=5855310539336368847","47.4934","-111.271797","59","Champion | Drive Up | Hollister | LoveShackFancy | Roblox Exp | Starbucks | Store Pickup | Wine Beer","Champion | Drive Up | Love Shack Fancy X Target | Roblox Experience | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/great-falls/253","Target Redsky store_location_v1","2026-07-31T18:33:16Z"
"Target","254","San Angelo","Open","False","4235 Sunset Dr","San Angelo","Tom Green","Texas","TX","76904-5653","United States of America","US","31.431875","-100.501245","325-949-5555","Gen Merch","79577","1","America/Chicago","https://maps.google.com/maps?cid=8193537725719693657","31.4320417","-100.501075","52","Bev Bar | Champion | Drive Up | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Beverage Bar | Champion | Drive Up | Love Shack Fancy X Target | Shipt Delivery | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/san-angelo/254","Target Redsky store_location_v1","2026-07-31T18:33:17Z"
"Target","255","Irving","Open","False","3333 W Airport Fwy","Irving","Dallas","Texas","TX","75062-5921","United States of America","US","32.839199","-96.990952","972-252-9888","Pfresh","101940","1","America/Chicago","https://maps.google.com/maps?cid=7784817712573421606","32.838837","-96.991171","41","Champion | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/irving/255","Target Redsky store_location_v1","2026-07-31T18:33:18Z"
"Target","256","Aurora SE","Open","False","16910 E Quincy Ave","Aurora","Arapahoe","Colorado","CO","80015-2745","United States of America","US","39.636674","-104.789979","303-699-1020","Pfresh","116693","1","America/Denver","https://maps.google.com/maps?cid=16190562880908276484","39.636792","-104.790356","68","Baby Boutique | Baby Concierge | Bev Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Beverage Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/aurora-se/256","Target Redsky store_location_v1","2026-07-31T18:33:19Z"
"Target","257","Valencia","Open","False","24425 Magic Mountain Pkwy","Valencia","Los Angeles","California","CA","91355-3403","United States of America","US","34.42068","-118.561229","661-254-8001","Pfresh","116603","1","America/Los_Angeles","https://maps.google.com/maps?cid=6417663924447419612","34.420607","-118.561674","51","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Roblox Exp | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/valencia/257","Target Redsky store_location_v1","2026-07-31T18:33:19Z"
"Target","258","Chino Philadelphia Street","Open","False","5555 Philadelphia St","Chino","San Bernardino","California","CA","91710-2481","United States of America","US","34.032494","-117.682043","909-627-8433","Pfresh","101933","1","America/Los_Angeles","https://maps.google.com/maps?cid=18082799226849676302","34.0328861","-117.6820972","56","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/chino-philadelphia-street/258","Target Redsky store_location_v1","2026-07-31T18:33:20Z"
"Target","259","Aliso Viejo","Open","False","26932 La Paz Rd","Aliso Viejo","Orange","California","CA","92656-3038","United States of America","US","33.570957","-117.705313","949-643-0337","Gen Merch","121430","1","America/Los_Angeles","https://maps.google.com/maps?cid=6058325099820051811","33.571075","-117.7055972","59","Bev Bar | Clothing Tback | CVS pharmacy | Drive Up | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Opt | Roblox Exp | Shipt Delivery | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Beverage Bar | CVS pharmacy | Drive Up | KBB by Kahlana | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/aliso-viejo/259","Target Redsky store_location_v1","2026-07-31T18:33:21Z"
"Target","260","St Louis Park Hwy 100","Open","False","3601 Highway 100 S","Minneapolis","Hennepin","Minnesota","MN","55416-2500","United States of America","US","44.936939","-93.346785","952-926-8855","Pfresh","105443","1","America/Chicago","https://maps.google.com/maps?cid=7369254920100019107","44.9368861","-93.3467722","50","Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | KBB by Kahlana | Kendra Scott | LoveShackFancy | Mobile | Opt | Parachute | Roblox Exp | Shipt Delivery | Starbucks | Store Pickup | WIC","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | KBB by Kahlana | Kendra Scott x Target | Love Shack Fancy X Target | Parachute for Target | Roblox Experience | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | The Hollister Collection at Target","https://www.target.com/sl/st-louis-park-hwy-100/260","Target Redsky store_location_v1","2026-07-31T18:33:22Z"
"Target","264","Las Vegas East","Open","False","1200 S Nellis Blvd","Las Vegas","Clark","Nevada","NV","89104-5752","United States of America","US","36.15806","-115.060962","702-438-8866","Gen Merch","96113","1","America/Los_Angeles","https://maps.google.com/maps?cid=7010006977686101808","36.1583417","-115.060875","50","Drive Up | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Drive Up | Love Shack Fancy X Target | Shipt Delivery | Store Pickup | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/las-vegas-east/264","Target Redsky store_location_v1","2026-07-31T18:33:23Z"
"Target","265","Las Vegas Flamingo","Open","False","4001 S Maryland Pkwy","Las Vegas","Clark","Nevada","NV","89119-7556","United States of America","US","36.116541","-115.13886","702-732-2218","Pfresh","122402","1","America/Los_Angeles","https://maps.google.com/maps?cid=1323090398630360455","36.1164194","-115.1391389","45","Cafe-Pizza | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Caf̩-Pizza | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/las-vegas-flamingo/265","Target Redsky store_location_v1","2026-07-31T18:33:24Z"
"Target","267","Roseville Douglas Blvd","Open","False","1925 Douglas Blvd","Roseville","Placer","California","CA","95661-3834","United States of America","US","38.745763","-121.254606","916-786-8787","Pfresh","126623","1","America/Los_Angeles","https://maps.google.com/maps?cid=15029269392382728572","38.7457694","-121.2540333","63","Baby Boutique | Baby Concierge | Champion | Clothing Tback | CVS pharmacy | Disney | Drive Up | EV Charging | Future Col | Hollister | LoveShackFancy | Mobile | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup","AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Champion | CVS pharmacy | Disney store at Target | Drive Up | EV Charging | Future Collective | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target","https://www.target.com/sl/roseville-douglas-blvd/267","Target Redsky store_location_v1","2026-07-31T18:33:24Z"
"Target","271","Douglas County","Open","False","1950 E County Line Rd","Highlands Ranch","Douglas","Colorado","CO","80126-2437","United States of America","US","39.565063","-104.965672","303-797-1911","Pfresh","118168","1","America/Denver","https://maps.google.com/maps?cid=14265002405059905692","39.5653111","-104.9652111","62","Converse | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/douglas-county/271","Target Redsky store_location_v1","2026-07-31T18:33:25Z"
"Target","273","Modesto McHenry Ave","Open","False","3405 Mchenry Ave","Modesto","Stanislaus","California","CA","95350-1445","United States of America","US","37.687154","-120.995583","209-572-3341","Pfresh","130411","1","America/Los_Angeles","https://maps.google.com/maps?cid=18017081978513735041","37.6873111","-120.9954556","46","Bev Bar | Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/modesto-mchenry-ave/273","Target Redsky store_location_v1","2026-07-31T18:33:26Z"
"Target","274","Escondido","Open","False","1280 Auto Park Way","Escondido","San Diego","California","CA","92029-2231","United States of America","US","33.113107","-117.099632","760-489-6119","Pfresh","111853","1","America/Los_Angeles","https://maps.google.com/maps?cid=4851268166708293134","33.1132722","-117.0997667","57","Cafe-Pizza | Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Roblox Exp | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | Caf̩-Pizza | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/escondido/274","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:32Z"
"Target","275","Fresno West","Open","False","3150 W Shaw Ave","Fresno","Fresno","California","CA","93711-3215","United States of America","US","36.809433","-119.847324","559-275-7059","Pfresh","101933","1","America/Los_Angeles","https://maps.google.com/maps?cid=16777263531308900421","36.8097306","-119.847275","73","Bev Bar | Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/fresno-west/275","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:34Z"
"Target","278","Lakeside","Open","False","13221 Hall Rd","Utica","Macomb","Michigan","MI","48315-5834","United States of America","US","42.628532","-82.996591","586-254-7100","Pfresh","116740","1","America/New_York","https://maps.google.com/maps?cid=13975741022988390324","42.628108","-82.996361","64","Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Col | Hollister | LoveShackFancy | Mobile | ParkeXTarget | Rosie Assoulin | Shipt Delivery | Starbucks | Store Pickup | Wine Beer Spir","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Future Collective | Love Shack Fancy X Target | Parke x Target | Rosie Assoulin x Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/lakeside/278","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:36Z"
"Target","279","Dearborn","Open","False","15901 Ford Rd","Dearborn","Wayne","Michigan","MI","48126-2800","United States of America","US","42.32794","-83.199533","313-336-5000","Pfresh","120889","1","America/New_York","https://maps.google.com/maps?cid=73157559589498434","42.328054","-83.199133","56","Champion | CVS pharmacy | Drive Up | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Ulta | Wine Beer","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/dearborn/279","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:37Z"
"Target","280","Southland","Open","False","14099 Pardee Rd","Taylor","Wayne","Michigan","MI","48180-4792","United States of America","US","42.203291","-83.255143","734-374-0303","Pfresh","120845","1","America/New_York","https://maps.google.com/maps?cid=5361721188585182479","42.203094","-83.255605","102","Champion | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/southland/280","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:39Z"
"Target","281","Westland","Open","False","35401 Warren Rd","Westland","Wayne","Michigan","MI","48185-6590","United States of America","US","42.337321","-83.390466","734-728-4444","Pfresh","127237","1","America/New_York","https://maps.google.com/maps?cid=3433657121094956977","42.337434","-83.390939","75","Cafe-Pizza | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup","AT&T Cell Phone Activations | Caf̩-Pizza | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target","https://www.target.com/sl/westland/281","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:41Z"
"Target","282","Madison Heights","Open","False","32001 John R Rd","Madison Heights","Oakland","Michigan","MI","48071-1322","United States of America","US","42.528515","-83.108536","248-585-9000","Pfresh","114783","1","America/New_York","https://maps.google.com/maps?cid=12641620913759419682","42.528601","-83.107929","71","Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Wine Beer","AT&T Cell Phone Activations | Champion | Converse | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/madison-heights/282","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:43Z"
"Target","286","Santa Ana 17th Street","Open","False","1330 E 17th St","Santa Ana","Orange","California","CA","92705-8500","United States of America","US","33.759257","-117.850704","714-541-4593","Pfresh","106585","1","America/Los_Angeles","https://maps.google.com/maps?cid=13657343307425591341","33.758904","-117.850807","51","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/santa-ana-17th-street/286","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:44Z"
"Target","288","Woodland Hills","Open","False","20801 Ventura Blvd","Woodland Hills","Los Angeles","California","CA","91364-2319","United States of America","US","34.167086","-118.585573","818-713-2707","Pfresh","125094","1","America/Los_Angeles","https://maps.google.com/maps?cid=14479965298469150584","34.167229","-118.585781","42","Baby Boutique | Baby Concierge | Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Roblox Exp | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Baby Boutique | Baby Concierge | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/woodland-hills/288","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:46Z"
"Target","289","Cerritos Bloomfield Avenue","Open","False","20200 Bloomfield Ave","Cerritos","Los Angeles","California","CA","90703-7821","United States of America","US","33.847157","-118.062572","562-860-9909","Pfresh","108195","1","America/Los_Angeles","https://maps.google.com/maps?cid=6554947906222811574","33.8470083","-118.0627083","43","Bev Bar | Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Beverage Bar | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/cerritos-bloomfield-avenue/289","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:48Z"
"Target","290","Gardena","Open","False","2169 W Redondo Beach Blvd","Gardena","Los Angeles","California","CA","90247-3625","United States of America","US","33.886675","-118.316079","310-327-0762","Pfresh","143512","1","America/Los_Angeles","https://maps.google.com/maps?cid=16866234734928201512","33.886965","-118.316003","48","Champion | Clothing Tback | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Future Col | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | ParkeXTarget | Roblox Exp | Rosie Assoulin | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Ulta | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | EV Charging | Fresh Grocery | Future Collective | KBB by Kahlana | Love Shack Fancy X Target | Parke x Target | Roblox Experience | Rosie Assoulin x Target | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Ulta Beauty at Target | Wine & Beer Available","https://www.target.com/sl/gardena/290","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:50Z"
"Target","291","Riverside Arlington","Open","False","3333 Arlington Ave","Riverside","Riverside","California","CA","92506-3252","United States of America","US","33.947388","-117.382433","951-784-6430","Pfresh","100053","1","America/Los_Angeles","https://maps.google.com/maps?cid=2024875400642458793","33.947375","-117.3821278","45","Cafe-Pizza | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | Kaiser Clinic | LoveShackFancy | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | Caf̩-Pizza | Clinic care by Kaiser Permanente | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/riverside-arlington/291","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:51Z"
"Target","293","Fullerton Yorba Linda","Open","False","2920 Yorba Linda Blvd","Fullerton","Orange","California","CA","92831-1523","United States of America","US","33.887729","-117.877297","714-579-3090","Pfresh","104410","1","America/Los_Angeles","https://maps.google.com/maps?cid=4383073038338467267","33.887826","-117.877351","39","Clothing Tback | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | Ulta | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Ulta Beauty at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/fullerton-yorba-linda/293","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:53Z"
"Target","294","North Hollywood","Open","False","11051 Victory Blvd","North Hollywood","Los Angeles","California","CA","91606-3719","United States of America","US","34.18816","-118.371645","818-761-3083","Pfresh","134230","1","America/Los_Angeles","https://maps.google.com/maps?cid=1231960844283342282","34.18785","-118.3714806","53","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Roblox Exp | Shipt Delivery | Snack Bar Pizza | Starbucks | Store Pickup | Ulta | Which Wich | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Roblox Experience | Shipt Delivery | Snack Bar - Pizza | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Ulta Beauty at Target | Which Wich Superior Sandwhiches | Wine, Beer & Spirits Available","https://www.target.com/sl/north-hollywood/294","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:55Z"
"Target","296","Poway","Open","False","14823 Pomerado Rd","Poway","San Diego","California","CA","92064-2803","United States of America","US","32.980582","-117.060866","858-679-8202","Pfresh","110863","1","America/Los_Angeles","https://maps.google.com/maps?cid=15028817606625467602","32.9803583","-117.0607722","38","Champion | Clothing Tback | Drive Up | Fresh Grocery | Hollister | KBB by Kahlana | LoveShackFancy | Mobile | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | Drive Up | Fresh Grocery | KBB by Kahlana | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/poway/296","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:56Z"
"Target","298","Ventura Main Street","Open","False","4200 E Main St","Ventura","Ventura","California","CA","93003-5230","United States of America","US","34.261914","-119.237025","805-644-9871","Pfresh","135373","1","America/Los_Angeles","https://maps.google.com/maps?cid=2413551723209693703","34.261799","-119.236358","75","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Opt | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | Target Textile Drop Spot | The Hollister Collection at Target | Wine & Beer Available","https://www.target.com/sl/ventura-main-street/298","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:47:58Z"
"Target","299","Northridge","Open","False","8840 Corbin Ave","Northridge","Los Angeles","California","CA","91324-3309","United States of America","US","34.230802","-118.560808","818-772-0494","Pfresh","108418","1","America/Los_Angeles","https://maps.google.com/maps?cid=2827087258203611640","34.2310167","-118.5609917","50","Champion | Clothing Tback | CVS pharmacy | Drive Up | Fresh Grocery | Hollister | LoveShackFancy | Mobile | Opt | Shipt Delivery | Starbucks | Store Pickup | WIC | Wine Beer Spir","Accepts WIC | AT&T Cell Phone Activations | Champion | CVS pharmacy | Drive Up | Fresh Grocery | Love Shack Fancy X Target | Shipt Delivery | Starbucks Cafe | Store Pickup | Target Optical | Target Textile Drop Spot | The Hollister Collection at Target | Wine, Beer & Spirits Available","https://www.target.com/sl/northridge/299","Target Redsky via Oxylabs Residential Proxy","2026-07-31T18:48:00Z"
