"retailer","store_id","store_name","address","city","state","zip_code","country","latitude","longitude","phone","website","opening_status","coming_soon","opening_date","wine","beer","liquor","source","source_query"
"Trader Joe's","80","Traderjoes","1117 Roseville Square","Roseville","CA","95678","US","38.74629","-121.27489","916-784-9084","https://locations.traderjoes.com/ca/roseville/80/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/roseville/80/"
"Trader Joe's","18","Traderjoes","613 Mission St","S. Pasadena","CA","91030","US","34.1153","-118.16297","626-441-6263","https://locations.traderjoes.com/ca/s-pasadena/18/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/s-pasadena/18/"
"Trader Joe's","175","Traderjoes","5000 Folsom Blvd","Sacramento","CA","95819","US","38.5604","-121.44481","916-456-1853","https://locations.traderjoes.com/ca/sacramento/175/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/sacramento/175/"
"Trader Joe's","70","Traderjoes","2625 Marconi Ave","Sacramento","CA","95821","US","38.6186","-121.40017","916-481-8797","https://locations.traderjoes.com/ca/sacramento/70/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/sacramento/70/"
"Trader Joe's","174","Traderjoes","1482 El Camino Real","San Carlos","CA","94070","US","37.49639","-122.24857","650-594-2138","https://locations.traderjoes.com/ca/san-carlos/174/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-carlos/174/"
"Trader Joe's","16","Traderjoes","638 Camino de Los Mares","San Clemente","CA","92673","US","33.45743","-117.65174","949-240-9996","https://locations.traderjoes.com/ca/san-clemente/16/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-clemente/16/"
"Trader Joe's","188","Traderjoes","2401 Truxtun Rd","San Diego","CA","92106","US","32.73596","-117.21729","619-758-9272","https://locations.traderjoes.com/ca/san-diego/188/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-diego/188/"
"Trader Joe's","21","Traderjoes","1640 Garnet Ave","San Diego","CA","92109","US","32.80054","-117.24065","858-581-9101","https://locations.traderjoes.com/ca/san-diego/21/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-diego/21/"
"Trader Joe's","221","Traderjoes","9850 Hibert St","San Diego","CA","92131","US","32.91449","-117.11517","858-549-9185","https://locations.traderjoes.com/ca/san-diego/221/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-diego/221/"
"Trader Joe's","222","Traderjoes","1072 Camino Del Rio North","San Diego","CA","92108","US","32.76616","-117.15517","619-297-0749","https://locations.traderjoes.com/ca/san-diego/222/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-diego/222/"
"Trader Joe's","223","Traderjoes","13480 Highlands Place","San Diego","CA","92130","US","32.96114","-117.1914","858-755-7130","https://locations.traderjoes.com/ca/san-diego/223/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-diego/223/"
"Trader Joe's","224","Traderjoes","5140 College Ave, Ste 119","San Diego","CA","92115","US","32.77202","-117.07035","619-229-9092","https://locations.traderjoes.com/ca/san-diego/224/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-diego/224/"
"Trader Joe's","23","Traderjoes","11955 Carmel Mountain Rd","San Diego","CA","92128","US","32.98211","-117.07505","858-673-0526","https://locations.traderjoes.com/ca/san-diego/23/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-diego/23/"
"Trader Joe's","26","Traderjoes","1090 University Avenue, Ste G100-107","San Diego","CA","92103","US","32.74988","-117.15382","619-296-3122","https://locations.traderjoes.com/ca/san-diego/26/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-diego/26/"
"Trader Joe's","299","Traderjoes","3962 Clairemont Mesa Blvd","San Diego","CA","92117","US","32.82888","-117.20402","","https://locations.traderjoes.com/ca/san-diego/299/","coming_soon","true","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-diego/299/"
"Trader Joe's","28","Traderjoes","856 W Arrow Hwy","San Dimas","CA","91773","US","34.10349","-117.82121","909-305-4757","https://locations.traderjoes.com/ca/san-dimas/28/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-dimas/28/"
"Trader Joe's","100","Traderjoes","3 Masonic Ave","San Francisco","CA","94118","US","37.78337","-122.44787","415-346-9964","https://locations.traderjoes.com/ca/san-francisco/100/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-francisco/100/"
"Trader Joe's","19","Traderjoes","401 Bay St","San Francisco","CA","94133","US","37.80552","-122.41374","415-351-1013","https://locations.traderjoes.com/ca/san-francisco/19/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-francisco/19/"
"Trader Joe's","200","Traderjoes","1095 Hyde St","San Francisco","CA","94109","US","37.79065","-122.41799","415-292-7665","https://locations.traderjoes.com/ca/san-francisco/200/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-francisco/200/"
"Trader Joe's","225","Traderjoes","10 4th Street","San Francisco","CA","94103","US","37.78533","-122.40567","415-536-7801","https://locations.traderjoes.com/ca/san-francisco/225/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-francisco/225/"
"Trader Joe's","226","Traderjoes","788 Laguna St","San Francisco","CA","94102","US","37.77811","-122.42626","415-718-0175","https://locations.traderjoes.com/ca/san-francisco/226/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-francisco/226/"
"Trader Joe's","236","Traderjoes","265 Winston Dr","San Francisco","CA","94132","US","37.72665","-122.47631","415-665-1835","https://locations.traderjoes.com/ca/san-francisco/236/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-francisco/236/"
"Trader Joe's","78","Traderjoes","555 9th St","San Francisco","CA","94103","US","37.77111","-122.40738","415-863-1292","https://locations.traderjoes.com/ca/san-francisco/78/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-francisco/78/"
"Trader Joe's","212","Traderjoes","635 Coleman Ave","San Jose","CA","95110","US","37.34087","-121.90918","408-298-9731","https://locations.traderjoes.com/ca/san-jose/212/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-jose/212/"
"Trader Joe's","232","Traderjoes","7250 Bollinger Rd","San Jose","CA","95129","US","37.31179","-122.03091","408-873-7384","https://locations.traderjoes.com/ca/san-jose/232/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-jose/232/"
"Trader Joe's","62","Traderjoes","5269 Prospect","San Jose","CA","95129","US","37.29297","-121.99415","408-446-5055","https://locations.traderjoes.com/ca/san-jose/62/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-jose/62/"
"Trader Joe's","63","Traderjoes","5353 Almaden Expressway #J-38","San Jose","CA","95118","US","37.25156","-121.87923","408-264-8120","https://locations.traderjoes.com/ca/san-jose/63/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-jose/63/"
"Trader Joe's","249","Traderjoes","32151 Camino Capistrano","San Juan Capistrano","CA","92675","US","33.49605","-117.66362","949-496-4150","https://locations.traderjoes.com/ca/san-juan-capistrano/249/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-juan-capistrano/249/"
"Trader Joe's","41","Traderjoes","3977 Higuera Street","San Luis Obispo","CA","93401","US","35.27891","-120.6645","805-783-2780","https://locations.traderjoes.com/ca/san-luis-obispo/41/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-luis-obispo/41/"
"Trader Joe's","245","Traderjoes","45 W Hillsdale Blvd","San Mateo","CA","94403","US","37.53543","-122.29828","650-286-1509","https://locations.traderjoes.com/ca/san-mateo/245/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-mateo/245/"
"Trader Joe's","67","Traderjoes","1820-22 S Grant Street","San Mateo","CA","94402","US","37.55454","-122.30251","650-570-6140","https://locations.traderjoes.com/ca/san-mateo/67/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-mateo/67/"
"Trader Joe's","61","Traderjoes","337 3rd St","San Rafael","CA","94901","US","37.96954","-122.51647","415-454-9530","https://locations.traderjoes.com/ca/san-rafael/61/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-rafael/61/"
"Trader Joe's","246","Traderjoes","300 Market Place","San Ramon","CA","94583","US","37.76416","-121.95211","925-275-8140","https://locations.traderjoes.com/ca/san-ramon/246/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/san-ramon/246/"
"Trader Joe's","113","Traderjoes","3329 S Bristol St","Santa Ana","CA","92704","US","33.70118","-117.88421","714-424-9304","https://locations.traderjoes.com/ca/santa-ana/113/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-ana/113/"
"Trader Joe's","183","Traderjoes","3025 De La Vina St","Santa Barbara","CA","93105","US","34.43896","-119.72895","805-563-7383","https://locations.traderjoes.com/ca/santa-barbara/183/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-barbara/183/"
"Trader Joe's","59","Traderjoes","222 North Milpas Street","Santa Barbara","CA","93103","US","34.42503","-119.68151","805-560-1182","https://locations.traderjoes.com/ca/santa-barbara/59/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-barbara/59/"
"Trader Joe's","13","Traderjoes","26517 Bouquet Canyon Rd","Santa Clarita","CA","91350","US","34.42857","-118.53828","661-263-3796","https://locations.traderjoes.com/ca/santa-clarita/13/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-clarita/13/"
"Trader Joe's","263","Traderjoes","19037 Golden Valley Rd","Santa Clarita","CA","91387","US","34.39565","-118.46222","661-276-1430","https://locations.traderjoes.com/ca/santa-clarita/263/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-clarita/263/"
"Trader Joe's","193","Traderjoes","700 Front St","Santa Cruz","CA","95060","US","36.97454","-122.0247","831-425-0140","https://locations.traderjoes.com/ca/santa-cruz/193/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-cruz/193/"
"Trader Joe's","239","Traderjoes","1303 S Bradley Rd","Santa Maria","CA","93454","US","34.93802","-120.42133","805-925-1657","https://locations.traderjoes.com/ca/santa-maria/239/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-maria/239/"
"Trader Joe's","253","Traderjoes","2300 Wilshire Blvd, Ste 101","Santa Monica","CA","90403","US","34.03337","-118.48047","310-264-2223","https://locations.traderjoes.com/ca/santa-monica/253/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-monica/253/"
"Trader Joe's","256","Traderjoes","500 Broadway","Santa Monica","CA","90401","US","34.01577","-118.49197","310-912-6877","https://locations.traderjoes.com/ca/santa-monica/256/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-monica/256/"
"Trader Joe's","6","Traderjoes","3212 Pico Blvd","Santa Monica","CA","90405","US","34.02636","-118.45577","310-581-0253","https://locations.traderjoes.com/ca/santa-monica/6/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-monica/6/"
"Trader Joe's","178","Traderjoes","2100 Santa Rosa Ave","Santa Rosa","CA","95407","US","38.41752","-122.71205","707-535-0788","https://locations.traderjoes.com/ca/santa-rosa/178/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-rosa/178/"
"Trader Joe's","75","Traderjoes","3225 Cleveland Ave","Santa Rosa","CA","95403","US","38.47355","-122.7323","707-525-1406","https://locations.traderjoes.com/ca/santa-rosa/75/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santa-rosa/75/"
"Trader Joe's","260","Traderjoes","9680 Mission Gorge Rd","Santee","CA","92071","US","32.83978","-116.98621","619-812-3705","https://locations.traderjoes.com/ca/santee/260/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/santee/260/"
"Trader Joe's","267","Traderjoes","14140 Riverside Dr","Sherman Oaks","CA","91423","US","34.15733","-118.44132","747-245-6608","https://locations.traderjoes.com/ca/sherman-oaks/267/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/sherman-oaks/267/"
"Trader Joe's","49","Traderjoes","14119 Riverside Dr","Sherman Oaks","CA","91423","US","34.15797","-118.44081","818-789-2771","https://locations.traderjoes.com/ca/sherman-oaks/49/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/sherman-oaks/49/"
"Trader Joe's","30","Traderjoes","2975-A Cochran St","Simi Valley","CA","93065","US","34.2809","-118.73848","805-520-3135","https://locations.traderjoes.com/ca/simi-valley/30/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/simi-valley/30/"
"Trader Joe's","4","Traderjoes","1129 Fair Oaks Ave","South Pasadena","CA","91030","US","34.1129","-118.15149","323-784-1840","https://locations.traderjoes.com/ca/south-pasadena/4/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/south-pasadena/4/"
"Trader Joe's","187","Traderjoes","301 MC Lellan Dr","South San Francisco","CA","94080","US","37.66474","-122.4461","650-583-6401","https://locations.traderjoes.com/ca/south-san-francisco/187/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/south-san-francisco/187/"
"Trader Joe's","76","Traderjoes","6535 Pacific Ave","Stockton","CA","95207","US","38.00913","-121.32282","209-951-7597","https://locations.traderjoes.com/ca/stockton/76/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/stockton/76/"
"Trader Joe's","122","Traderjoes","11976 Ventura Blvd","Studio City","CA","91604","US","34.14294","-118.39303","818-509-0168","https://locations.traderjoes.com/ca/studio-city/122/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/studio-city/122/"
"Trader Joe's","68","Traderjoes","316 West El Camino Real","Sunnyvale","CA","94087","US","37.36789","-122.03588","408-736-7573","https://locations.traderjoes.com/ca/sunnyvale/68/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/sunnyvale/68/"
"Trader Joe's","264","Traderjoes","18700 Ventura Blvd","Tarzana","CA","91356","US","34.17034","-118.54105","747-212-1646","https://locations.traderjoes.com/ca/tarzana/264/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/tarzana/264/"
"Trader Joe's","102","Traderjoes","40665 Winchester Rd","Temecula","CA","92591","US","33.52882","-117.15615","951-296-9964","https://locations.traderjoes.com/ca/temecula/102/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/temecula/102/"
"Trader Joe's","211","Traderjoes","1111 Rossi Road","Templeton","CA","93465","US","35.54193","-120.71519","805-434-9562","https://locations.traderjoes.com/ca/templeton/211/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/templeton/211/"
"Trader Joe's","196","Traderjoes","451 Avenida De Los Arboles","Thousand Oaks","CA","91360","US","34.21899","-118.86907","805-492-7107","https://locations.traderjoes.com/ca/thousand-oaks/196/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/thousand-oaks/196/"
"Trader Joe's","243","Traderjoes","125 N Reino Road","Thousand Oaks","CA","91320","US","34.18009","-118.95383","805-375-1984","https://locations.traderjoes.com/ca/thousand-oaks/243/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/thousand-oaks/243/"
"Trader Joe's","54","Traderjoes","10130 Riverside Dr","Toluca Lake","CA","91602","US","34.15191","-118.35193","818-762-2787","https://locations.traderjoes.com/ca/toluca-lake/54/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/toluca-lake/54/"
"Trader Joe's","121","Traderjoes","19720 Hawthorne Blvd","Torrance","CA","90503","US","33.85225","-118.35329","310-793-8585","https://locations.traderjoes.com/ca/torrance/121/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/torrance/121/"
"Trader Joe's","29","Traderjoes","2545 Pacific Coast Hwy","Torrance","CA","90505","US","33.79064","-118.33019","310-326-9520","https://locations.traderjoes.com/ca/torrance/29/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/torrance/29/"
"Trader Joe's","269","Traderjoes","2530 Naglee Rd","Tracy","CA","95304","US","37.75636","-121.46023","209-913-5511","https://locations.traderjoes.com/ca/tracy/269/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/tracy/269/"
"Trader Joe's","197","Traderjoes","1198 Irvine Blvd.","Tustin","CA","92780","US","33.74647","-117.80962","714-505-3289","https://locations.traderjoes.com/ca/tustin/197/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/tustin/197/"
"Trader Joe's","218","Traderjoes","103 S Mills Rd, Ste 104","Ventura","CA","93003","US","34.27167","-119.24918","805-658-2664","https://locations.traderjoes.com/ca/ventura/218/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/ventura/218/"
"Trader Joe's","45","Traderjoes","1795 S. Victoria Ave","Ventura","CA","93003","US","34.2572","-119.21183","805-650-9977","https://locations.traderjoes.com/ca/ventura/45/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/ventura/45/"
"Trader Joe's","259","Traderjoes","1861 University Dr","Vista","CA","92083","US","33.17016","-117.21837","760-502-9816","https://locations.traderjoes.com/ca/vista/259/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/vista/259/"
"Trader Joe's","123","Traderjoes","1372 S California Blvd","Walnut Creek","CA","94596","US","37.89314","-122.06057","925-945-1674","https://locations.traderjoes.com/ca/walnut-creek/123/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/walnut-creek/123/"
"Trader Joe's","50","Traderjoes","6751 Fallbrook Ave","West Hills","CA","91307","US","34.19221","-118.62581","818-347-2591","https://locations.traderjoes.com/ca/west-hills/50/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/west-hills/50/"
"Trader Joe's","173","Traderjoes","8611 Santa Monica Blvd","West Hollywood","CA","90069","US","34.08799","-118.37956","310-657-0152","https://locations.traderjoes.com/ca/west-hollywood/173/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/west-hollywood/173/"
"Trader Joe's","40","Traderjoes","7310 Santa Monica Blvd","West Hollywood","CA","90046","US","34.09059","-118.34921","323-969-8048","https://locations.traderjoes.com/ca/west-hollywood/40/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/west-hollywood/40/"
"Trader Joe's","33","Traderjoes","8645 S Sepulveda","Westchester","CA","90045","US","33.95874","-118.39666","310-338-9238","https://locations.traderjoes.com/ca/westchester/33/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/westchester/33/"
"Trader Joe's","58","Traderjoes","3835 E Thousand Oaks Blvd","Westlake Village","CA","91362","US","34.16391","-118.82587","805-494-5040","https://locations.traderjoes.com/ca/westlake-village/58/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/westlake-village/58/"
"Trader Joe's","48","Traderjoes","15025 E Whittier Blvd","Whittier","CA","90603","US","33.94936","-118.00539","562-698-1642","https://locations.traderjoes.com/ca/whittier/48/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/whittier/48/"
"Trader Joe's","209","Traderjoes","21055 Ventura Blvd","Woodland Hills","CA","91364","US","34.16726","-118.59231","818-712-9475","https://locations.traderjoes.com/ca/woodland-hills/209/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/woodland-hills/209/"
"Trader Joe's","176","Traderjoes","19655 Yorba Linda Blvd","Yorba Linda","CA","92886","US","33.88973","-117.79217","714-970-0116","https://locations.traderjoes.com/ca/yorba-linda/176/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/yorba-linda/176/"
"Trader Joe's","268","Traderjoes","31545 Yucaipa Boulevard","Yucaipa","CA","92399","US","34.02802","-117.11844","909-951-6154","https://locations.traderjoes.com/ca/yucaipa/268/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ca/yucaipa/268/"
"Trader Joe's","301","Traderjoes","1906 28th St","Boulder","CO","80301","US","40.02027","-105.25784","303-443-0160","https://locations.traderjoes.com/co/boulder/301/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/co/boulder/301/"
"Trader Joe's","305","Traderjoes","5342 N Nevada Ave","Colorado Springs","CO","80918","US","38.90728","-104.81728","719-264-0123","https://locations.traderjoes.com/co/colorado-springs/305/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/co/colorado-springs/305/"
"Trader Joe's","315","Traderjoes","5338 N Nevada Avenue","Colorado Springs","CO","80918","US","38.90716","-104.8169","719-266-6838","https://locations.traderjoes.com/co/colorado-springs/315/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/co/colorado-springs/315/"
"Trader Joe's","300","Traderjoes","750 N Colorado Blvd","Denver","CO","80206","US","39.72883","-104.94025","303-321-1003","https://locations.traderjoes.com/co/denver/300/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/co/denver/300/"
"Trader Joe's","302","Traderjoes","661 Logan Street","Denver","CO","80203","US","39.72686","-104.98279","303-318-7112","https://locations.traderjoes.com/co/denver/302/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/co/denver/302/"
"Trader Joe's","310","Traderjoes","790 N Colorado Blvd","Denver","CO","80206","US","39.72904","-104.94029","303-321-3245","https://locations.traderjoes.com/co/denver/310/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/co/denver/310/"
"Trader Joe's","304","Traderjoes","3500 S College Ave, Ste 110","Fort Collins","CO","80525","US","40.53934","-105.07529","970-223-3560","https://locations.traderjoes.com/co/fort-collins/304/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/co/fort-collins/304/"
"Trader Joe's","303","Traderjoes","5910 S University Blvd, Suite E1","Greenwood Village","CO","80121","US","39.6092","-104.95735","303-730-3848","https://locations.traderjoes.com/co/greenwood-village/303/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/co/greenwood-village/303/"
"Trader Joe's","306","Traderjoes","8055 West Bowles Ave, Unit 3A","Littleton","CO","80123","US","39.61172","-105.08881","720-981-4563","https://locations.traderjoes.com/co/littleton/306/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/co/littleton/306/"
"Trader Joe's","309","Traderjoes","18374 Cottonwood Drive, #150","Parker","CO","80138","US","39.55632","-104.77762","720-851-0549","https://locations.traderjoes.com/co/parker/309/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/co/parker/309/"
"Trader Joe's","308","Traderjoes","9350 Sheridan Blvd","Westminster","CO","80031","US","39.86678","-105.05118","720-710-5391","https://locations.traderjoes.com/co/westminster/308/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/co/westminster/308/"
"Trader Joe's","525","Traderjoes","113 Mill Plain Rd","Danbury","CT","06811","US","41.39321","-73.5215","203-739-0098","https://locations.traderjoes.com/ct/danbury/525/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ct/danbury/525/"
"Trader Joe's","522","Traderjoes","436 Boston Post Rd","Darien","CT","06820","US","41.08446","-73.46171","203-656-1414","https://locations.traderjoes.com/ct/darien/522/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ct/darien/522/"
"Trader Joe's","523","Traderjoes","2258 Black Rock Turnpike","Fairfield","CT","06825","US","41.18314","-73.25317","203-330-8301","https://locations.traderjoes.com/ct/fairfield/523/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ct/fairfield/523/"
"Trader Joe's","586","Traderjoes","400 Hebron Ave","Glastonbury","CT","06033","US","41.71347","-72.59982","860-633-9270","https://locations.traderjoes.com/ct/glastonbury/586/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ct/glastonbury/586/"
"Trader Joe's","597","Traderjoes","46 Skiff St","Hamden","CT","06517","US","41.3752","-72.91363","475-293-3774","https://locations.traderjoes.com/ct/hamden/597/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ct/hamden/597/"
"Trader Joe's","563","Traderjoes","1510 Pleasant Valley Road","Manchester","CT","06042","US","41.80675","-72.55765","860-644-3182","https://locations.traderjoes.com/ct/manchester/563/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ct/manchester/563/"
"Trader Joe's","524","Traderjoes","560 Boston Post Rd","Orange","CT","06477","US","41.25081","-73.01887","203-795-5505","https://locations.traderjoes.com/ct/orange/524/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ct/orange/524/"
"Trader Joe's","587","Traderjoes","775 Bridgeport Ave","Shelton","CT","06484","US","41.27166","-73.12726","475-325-6306","https://locations.traderjoes.com/ct/shelton/587/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ct/shelton/587/"
"Trader Joe's","529","Traderjoes","1041 High Ridge Rd","Stamford","CT","06905","US","41.1069","-73.54731","203-321-8440","https://locations.traderjoes.com/ct/stamford/529/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ct/stamford/529/"
"Trader Joe's","526","Traderjoes","1489 New Britain Ave","West Hartford","CT","06110","US","41.72347","-72.75805","860-561-4771","https://locations.traderjoes.com/ct/west-hartford/526/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ct/west-hartford/526/"
"Trader Joe's","521","Traderjoes","400 Post Road E","Westport","CT","06880","US","41.13984","-73.35194","203-226-8966","https://locations.traderjoes.com/ct/westport/521/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/ct/westport/521/"
"Trader Joe's","620","Traderjoes","2101 Wisconsin Ave NW, Suite A","Washington","DC","20007","US","38.91771","-77.06833","202-944-8403","https://locations.traderjoes.com/dc/washington/620/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/dc/washington/620/"
"Trader Joe's","621","Traderjoes","350 Florida Ave. NE","Washington","DC","20002","US","38.90757","-77.0008","202-608-1023","https://locations.traderjoes.com/dc/washington/621/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/dc/washington/621/"
"Trader Joe's","622","Traderjoes","750 Pennsylvania Ave SE","Washington","DC","20003","US","38.88529","-76.99523","202-698-0190","https://locations.traderjoes.com/dc/washington/622/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/dc/washington/622/"
"Trader Joe's","653","Traderjoes","1101 25th Street NW","Washington","DC","20037","US","38.90409","-77.05302","202-296-1921","https://locations.traderjoes.com/dc/washington/653/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/dc/washington/653/"
"Trader Joe's","662","Traderjoes","1914 14th St NW","Washington","DC","20009","US","38.91605","-77.03219","202-986-1591","https://locations.traderjoes.com/dc/washington/662/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/dc/washington/662/"
"Trader Joe's","819","Traderjoes","5335 Wisconsin Ave NW","Washington","DC","20015","US","38.96015","-77.08512","227-229-0636","https://locations.traderjoes.com/dc/washington/819/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/dc/washington/819/"
"Trader Joe's","820","Traderjoes","701 Monroe St NE","Washington","DC","20017","US","38.93217","-76.99591","202-677-7460","https://locations.traderjoes.com/dc/washington/820/","open","false","","","","","Official Trader Joe's directory","https://locations.traderjoes.com/dc/washington/820/"
